survtype,countryname,yearweek,indicator,age,value
primary care syndromic,Czechia,2023-W04,ARIconsultationrate,15-64,880.2
primary care syndromic,Czechia,2023-W04,ARIconsultationrate,5-14,2273.7
primary care syndromic,Czechia,2023-W04,ARIconsultationrate,65+,622.8
primary care syndromic,Czechia,2023-W04,ARIconsultationrate,total,1169.5
primary care syndromic,Czechia,2023-W03,ARIconsultationrate,0-4,3472.6
primary care syndromic,Czechia,2023-W03,ARIconsultationrate,15-64,942.8
primary care syndromic,Czechia,2023-W03,ARIconsultationrate,5-14,2181.7
primary care syndromic,Czechia,2023-W03,ARIconsultationrate,65+,686.6
primary care syndromic,Czechia,2023-W03,ARIconsultationrate,total,1212.4
primary care syndromic,Czechia,2023-W02,ARIconsultationrate,0-4,3790.3
primary care syndromic,Czechia,2023-W02,ARIconsultationrate,15-64,1140.2
primary care syndromic,Czechia,2023-W02,ARIconsultationrate,5-14,2311.1
primary care syndromic,Czechia,2023-W02,ARIconsultationrate,65+,871.9
primary care syndromic,Czechia,2023-W02,ARIconsultationrate,total,1406.8
primary care syndromic,Czechia,2023-W01,ARIconsultationrate,0-4,4459.7
primary care syndromic,Czechia,2023-W01,ARIconsultationrate,15-64,1406.8
primary care syndromic,Czechia,2023-W01,ARIconsultationrate,5-14,2560.8
primary care syndromic,Czechia,2023-W01,ARIconsultationrate,65+,1045.9
primary care syndromic,Czechia,2023-W01,ARIconsultationrate,total,1682.6
primary care syndromic,Czechia,2026-W20,ILIconsultationrate,0-4,17.7
primary care syndromic,Czechia,2026-W20,ILIconsultationrate,15-64,6.6
primary care syndromic,Czechia,2026-W20,ILIconsultationrate,5-14,8.9
primary care syndromic,Czechia,2026-W20,ILIconsultationrate,65+,4.5
primary care syndromic,Czechia,2026-W20,ILIconsultationrate,total,7.0
primary care syndromic,Czechia,2026-W19,ILIconsultationrate,0-4,15.5
primary care syndromic,Czechia,2026-W19,ILIconsultationrate,15-64,7.0
primary care syndromic,Czechia,2026-W19,ILIconsultationrate,5-14,7.7
primary care syndromic,Czechia,2026-W19,ILIconsultationrate,65+,4.7
primary care syndromic,Czechia,2026-W19,ILIconsultationrate,total,7.0
primary care syndromic,Czechia,2026-W18,ILIconsultationrate,0-4,29.1
primary care syndromic,Czechia,2026-W18,ILIconsultationrate,15-64,9.9
primary care syndromic,Czechia,2026-W18,ILIconsultationrate,5-14,11.8
primary care syndromic,Czechia,2026-W18,ILIconsultationrate,65+,6.1
primary care syndromic,Czechia,2026-W18,ILIconsultationrate,total,10.3
primary care syndromic,Czechia,2026-W17,ILIconsultationrate,0-4,17.2
primary care syndromic,Czechia,2026-W17,ILIconsultationrate,15-64,9.4
primary care syndromic,Czechia,2026-W17,ILIconsultationrate,5-14,13.4
primary care syndromic,Czechia,2026-W17,ILIconsultationrate,65+,6.0
primary care syndromic,Czechia,2026-W17,ILIconsultationrate,total,9.5
primary care syndromic,Czechia,2026-W16,ILIconsultationrate,0-4,23.3
primary care syndromic,Czechia,2026-W16,ILIconsultationrate,15-64,11.4
primary care syndromic,Czechia,2026-W16,ILIconsultationrate,5-14,11.7
primary care syndromic,Czechia,2026-W16,ILIconsultationrate,65+,6.6
primary care syndromic,Czechia,2026-W16,ILIconsultationrate,total,11.0
primary care syndromic,Czechia,2026-W15,ILIconsultationrate,0-4,16.3
primary care syndromic,Czechia,2026-W15,ILIconsultationrate,15-64,8.2
primary care syndromic,Czechia,2026-W15,ILIconsultationrate,5-14,9.5
primary care syndromic,Czechia,2026-W15,ILIconsultationrate,65+,4.6
primary care syndromic,Czechia,2026-W15,ILIconsultationrate,total,8.0
primary care syndromic,Czechia,2026-W14,ILIconsultationrate,0-4,22.0
primary care syndromic,Czechia,2026-W14,ILIconsultationrate,15-64,12.0
primary care syndromic,Czechia,2026-W14,ILIconsultationrate,5-14,13.1
primary care syndromic,Czechia,2026-W14,ILIconsultationrate,65+,6.9
primary care syndromic,Czechia,2026-W14,ILIconsultationrate,total,11.6
primary care syndromic,Czechia,2026-W13,ILIconsultationrate,0-4,22.6
primary care syndromic,Czechia,2026-W13,ILIconsultationrate,15-64,13.1
primary care syndromic,Czechia,2026-W13,ILIconsultationrate,5-14,14.7
primary care syndromic,Czechia,2026-W13,ILIconsultationrate,65+,7.4
primary care syndromic,Czechia,2026-W13,ILIconsultationrate,total,12.5
primary care syndromic,Czechia,2026-W12,ILIconsultationrate,0-4,28.1
primary care syndromic,Czechia,2026-W12,ILIconsultationrate,15-64,13.9
primary care syndromic,Czechia,2026-W12,ILIconsultationrate,5-14,17.4
primary care syndromic,Czechia,2026-W12,ILIconsultationrate,65+,8.1
primary care syndromic,Czechia,2026-W12,ILIconsultationrate,total,13.8
primary care syndromic,Czechia,2026-W11,ILIconsultationrate,0-4,41.0
primary care syndromic,Czechia,2026-W11,ILIconsultationrate,15-64,17.1
primary care syndromic,Czechia,2026-W11,ILIconsultationrate,5-14,19.3
primary care syndromic,Czechia,2026-W11,ILIconsultationrate,65+,8.7
primary care syndromic,Czechia,2026-W11,ILIconsultationrate,total,16.8
primary care syndromic,Czechia,2026-W10,ILIconsultationrate,0-4,57.9
primary care syndromic,Czechia,2026-W10,ILIconsultationrate,15-64,20.7
primary care syndromic,Czechia,2026-W10,ILIconsultationrate,5-14,24.6
primary care syndromic,Czechia,2026-W10,ILIconsultationrate,65+,9.0
primary care syndromic,Czechia,2026-W10,ILIconsultationrate,total,20.6
primary care syndromic,Czechia,2026-W09,ILIconsultationrate,0-4,62.6
primary care syndromic,Czechia,2026-W09,ILIconsultationrate,15-64,23.9
primary care syndromic,Czechia,2026-W09,ILIconsultationrate,5-14,37.1
primary care syndromic,Czechia,2026-W09,ILIconsultationrate,65+,12.4
primary care syndromic,Czechia,2026-W09,ILIconsultationrate,total,24.8
primary care syndromic,Czechia,2026-W08,ILIconsultationrate,0-4,103.8
primary care syndromic,Czechia,2026-W08,ILIconsultationrate,15-64,28.8
primary care syndromic,Czechia,2026-W08,ILIconsultationrate,5-14,54.2
primary care syndromic,Czechia,2026-W08,ILIconsultationrate,65+,12.3
primary care syndromic,Czechia,2026-W08,ILIconsultationrate,total,31.9
primary care syndromic,Czechia,2026-W07,ILIconsultationrate,0-4,148.4
primary care syndromic,Czechia,2026-W07,ILIconsultationrate,15-64,37.5
primary care syndromic,Czechia,2026-W07,ILIconsultationrate,5-14,81.9
primary care syndromic,Czechia,2026-W07,ILIconsultationrate,65+,16.2
primary care syndromic,Czechia,2026-W07,ILIconsultationrate,total,43.4
primary care syndromic,Czechia,2026-W06,ILIconsultationrate,0-4,170.2
primary care syndromic,Czechia,2026-W06,ILIconsultationrate,15-64,42.4
primary care syndromic,Czechia,2026-W06,ILIconsultationrate,5-14,103.6
primary care syndromic,Czechia,2026-W06,ILIconsultationrate,65+,16.5
primary care syndromic,Czechia,2026-W06,ILIconsultationrate,total,50.0
primary care syndromic,Czechia,2026-W05,ILIconsultationrate,0-4,178.5
primary care syndromic,Czechia,2026-W05,ILIconsultationrate,15-64,41.6
primary care syndromic,Czechia,2026-W05,ILIconsultationrate,5-14,137.1
primary care syndromic,Czechia,2026-W05,ILIconsultationrate,65+,16.9
primary care syndromic,Czechia,2026-W05,ILIconsultationrate,total,53.4
primary care syndromic,Czechia,2026-W04,ILIconsultationrate,0-4,184.5
primary care syndromic,Czechia,2026-W04,ILIconsultationrate,15-64,44.1
primary care syndromic,Czechia,2026-W04,ILIconsultationrate,5-14,131.8
primary care syndromic,Czechia,2026-W04,ILIconsultationrate,65+,16.1
primary care syndromic,Czechia,2026-W04,ILIconsultationrate,total,54.3
primary care syndromic,Czechia,2026-W03,ILIconsultationrate,0-4,136.3
primary care syndromic,Czechia,2026-W03,ILIconsultationrate,15-64,44.0
primary care syndromic,Czechia,2026-W03,ILIconsultationrate,5-14,111.1
primary care syndromic,Czechia,2026-W03,ILIconsultationrate,65+,17.7
primary care syndromic,Czechia,2026-W03,ILIconsultationrate,total,49.8
primary care syndromic,Czechia,2026-W02,ILIconsultationrate,0-4,143.7
primary care syndromic,Czechia,2026-W02,ILIconsultationrate,15-64,55.4
primary care syndromic,Czechia,2026-W02,ILIconsultationrate,5-14,71.0
primary care syndromic,Czechia,2026-W02,ILIconsultationrate,65+,29.1
primary care syndromic,Czechia,2026-W02,ILIconsultationrate,total,55.9
primary care syndromic,Czechia,2026-W01,ILIconsultationrate,0-4,149.2
primary care syndromic,Czechia,2026-W01,ILIconsultationrate,15-64,30.2
primary care syndromic,Czechia,2026-W01,ILIconsultationrate,5-14,55.6
primary care syndromic,Czechia,2026-W01,ILIconsultationrate,65+,18.3
primary care syndromic,Czechia,2026-W01,ILIconsultationrate,total,36.8
primary care syndromic,Czechia,2025-W52,ILIconsultationrate,0-4,204.5
primary care syndromic,Czechia,2025-W52,ILIconsultationrate,15-64,28.1
primary care syndromic,Czechia,2025-W52,ILIconsultationrate,5-14,156.1
primary care syndromic,Czechia,2025-W52,ILIconsultationrate,65+,14.5
primary care syndromic,Czechia,2025-W52,ILIconsultationrate,total,48.4
primary care syndromic,Czechia,2025-W51,ILIconsultationrate,0-4,286.1
primary care syndromic,Czechia,2025-W51,ILIconsultationrate,15-64,53.1
primary care syndromic,Czechia,2025-W51,ILIconsultationrate,5-14,238.8
primary care syndromic,Czechia,2025-W51,ILIconsultationrate,65+,19.3
primary care syndromic,Czechia,2025-W51,ILIconsultationrate,total,77.8
primary care syndromic,Czechia,2025-W50,ILIconsultationrate,0-4,191.3
primary care syndromic,Czechia,2025-W50,ILIconsultationrate,15-64,40.2
primary care syndromic,Czechia,2025-W50,ILIconsultationrate,5-14,191.1
primary care syndromic,Czechia,2025-W50,ILIconsultationrate,65+,14.6
primary care syndromic,Czechia,2025-W50,ILIconsultationrate,total,58.5
primary care syndromic,Czechia,2025-W49,ILIconsultationrate,0-4,75.3
primary care syndromic,Czechia,2025-W49,ILIconsultationrate,15-64,24.4
primary care syndromic,Czechia,2025-W49,ILIconsultationrate,5-14,72.9
primary care syndromic,Czechia,2025-W49,ILIconsultationrate,65+,6.8
primary care syndromic,Czechia,2025-W49,ILIconsultationrate,total,28.4
primary care syndromic,Czechia,2025-W48,ILIconsultationrate,0-4,31.4
primary care syndromic,Czechia,2025-W48,ILIconsultationrate,15-64,14.8
primary care syndromic,Czechia,2025-W48,ILIconsultationrate,5-14,29.6
primary care syndromic,Czechia,2025-W48,ILIconsultationrate,65+,6.6
primary care syndromic,Czechia,2025-W48,ILIconsultationrate,total,15.5
primary care syndromic,Czechia,2025-W47,ILIconsultationrate,0-4,21.7
primary care syndromic,Czechia,2025-W47,ILIconsultationrate,15-64,10.2
primary care syndromic,Czechia,2025-W47,ILIconsultationrate,5-14,16.7
primary care syndromic,Czechia,2025-W47,ILIconsultationrate,65+,5.5
primary care syndromic,Czechia,2025-W47,ILIconsultationrate,total,10.5
primary care syndromic,Czechia,2025-W46,ILIconsultationrate,0-4,22.7
primary care syndromic,Czechia,2025-W46,ILIconsultationrate,15-64,11.1
primary care syndromic,Czechia,2025-W46,ILIconsultationrate,5-14,13.3
primary care syndromic,Czechia,2025-W46,ILIconsultationrate,65+,5.7
primary care syndromic,Czechia,2025-W46,ILIconsultationrate,total,10.9
primary care syndromic,Czechia,2025-W45,ILIconsultationrate,0-4,22.1
primary care syndromic,Czechia,2025-W45,ILIconsultationrate,15-64,14.2
primary care syndromic,Czechia,2025-W45,ILIconsultationrate,5-14,10.8
primary care syndromic,Czechia,2025-W45,ILIconsultationrate,65+,6.7
primary care syndromic,Czechia,2025-W45,ILIconsultationrate,total,12.7
primary care syndromic,Czechia,2025-W44,ILIconsultationrate,0-4,14.3
primary care syndromic,Czechia,2025-W44,ILIconsultationrate,15-64,11.8
primary care syndromic,Czechia,2025-W44,ILIconsultationrate,5-14,5.7
primary care syndromic,Czechia,2025-W44,ILIconsultationrate,65+,4.5
primary care syndromic,Czechia,2025-W44,ILIconsultationrate,total,9.8
primary care syndromic,Czechia,2025-W43,ILIconsultationrate,0-4,22.0
primary care syndromic,Czechia,2025-W43,ILIconsultationrate,15-64,16.5
primary care syndromic,Czechia,2025-W43,ILIconsultationrate,5-14,12.4
primary care syndromic,Czechia,2025-W43,ILIconsultationrate,65+,8.1
primary care syndromic,Czechia,2025-W43,ILIconsultationrate,total,14.6
primary care syndromic,Czechia,2025-W42,ILIconsultationrate,0-4,20.8
primary care syndromic,Czechia,2025-W42,ILIconsultationrate,15-64,12.9
primary care syndromic,Czechia,2025-W42,ILIconsultationrate,5-14,10.2
primary care syndromic,Czechia,2025-W42,ILIconsultationrate,65+,5.1
primary care syndromic,Czechia,2025-W42,ILIconsultationrate,total,11.4
primary care syndromic,Czechia,2025-W41,ILIconsultationrate,0-4,18.9
primary care syndromic,Czechia,2025-W41,ILIconsultationrate,15-64,17.1
primary care syndromic,Czechia,2025-W41,ILIconsultationrate,5-14,15.0
primary care syndromic,Czechia,2025-W41,ILIconsultationrate,65+,6.7
primary care syndromic,Czechia,2025-W41,ILIconsultationrate,total,14.8
primary care syndromic,Czechia,2025-W40,ILIconsultationrate,0-4,15.9
primary care syndromic,Czechia,2025-W40,ILIconsultationrate,15-64,16.2
primary care syndromic,Czechia,2025-W40,ILIconsultationrate,5-14,14.2
primary care syndromic,Czechia,2025-W40,ILIconsultationrate,65+,7.7
primary care syndromic,Czechia,2025-W40,ILIconsultationrate,total,14.2
primary care syndromic,Czechia,2025-W39,ILIconsultationrate,0-4,18.5
primary care syndromic,Czechia,2025-W39,ILIconsultationrate,15-64,15.6
primary care syndromic,Czechia,2025-W39,ILIconsultationrate,5-14,16.4
primary care syndromic,Czechia,2025-W39,ILIconsultationrate,65+,6.2
primary care syndromic,Czechia,2025-W39,ILIconsultationrate,total,13.8
primary care syndromic,Czechia,2025-W38,ILIconsultationrate,0-4,17.7
primary care syndromic,Czechia,2025-W38,ILIconsultationrate,15-64,12.2
primary care syndromic,Czechia,2025-W38,ILIconsultationrate,5-14,15.9
primary care syndromic,Czechia,2025-W38,ILIconsultationrate,65+,3.8
primary care syndromic,Czechia,2025-W38,ILIconsultationrate,total,11.2
primary care syndromic,Czechia,2025-W37,ILIconsultationrate,0-4,13.5
primary care syndromic,Czechia,2025-W37,ILIconsultationrate,15-64,9.2
primary care syndromic,Czechia,2025-W37,ILIconsultationrate,5-14,10.4
primary care syndromic,Czechia,2025-W37,ILIconsultationrate,65+,4.3
primary care syndromic,Czechia,2025-W37,ILIconsultationrate,total,8.6
primary care syndromic,Czechia,2025-W36,ILIconsultationrate,0-4,9.9
primary care syndromic,Czechia,2025-W36,ILIconsultationrate,15-64,7.5
primary care syndromic,Czechia,2025-W36,ILIconsultationrate,5-14,2.3
primary care syndromic,Czechia,2025-W36,ILIconsultationrate,65+,4.2
primary care syndromic,Czechia,2025-W36,ILIconsultationrate,total,6.4
primary care syndromic,Czechia,2025-W35,ILIconsultationrate,0-4,9.7
primary care syndromic,Czechia,2025-W35,ILIconsultationrate,15-64,5.1
primary care syndromic,Czechia,2025-W35,ILIconsultationrate,5-14,4.9
primary care syndromic,Czechia,2025-W35,ILIconsultationrate,65+,2.4
primary care syndromic,Czechia,2025-W35,ILIconsultationrate,total,4.9
primary care syndromic,Czechia,2025-W34,ILIconsultationrate,0-4,8.2
primary care syndromic,Czechia,2025-W34,ILIconsultationrate,15-64,4.8
primary care syndromic,Czechia,2025-W34,ILIconsultationrate,5-14,3.4
primary care syndromic,Czechia,2025-W34,ILIconsultationrate,65+,3.1
primary care syndromic,Czechia,2025-W34,ILIconsultationrate,total,4.5
primary care syndromic,Czechia,2025-W33,ILIconsultationrate,0-4,8.1
primary care syndromic,Czechia,2025-W33,ILIconsultationrate,15-64,4.8
primary care syndromic,Czechia,2025-W33,ILIconsultationrate,5-14,2.3
primary care syndromic,Czechia,2025-W33,ILIconsultationrate,65+,3.7
primary care syndromic,Czechia,2025-W33,ILIconsultationrate,total,4.5
primary care syndromic,Czechia,2025-W32,ILIconsultationrate,0-4,8.4
primary care syndromic,Czechia,2025-W32,ILIconsultationrate,15-64,5.2
primary care syndromic,Czechia,2025-W32,ILIconsultationrate,5-14,2.3
primary care syndromic,Czechia,2025-W32,ILIconsultationrate,65+,2.9
primary care syndromic,Czechia,2025-W32,ILIconsultationrate,total,4.6
primary care syndromic,Czechia,2025-W31,ILIconsultationrate,0-4,8.3
primary care syndromic,Czechia,2025-W31,ILIconsultationrate,15-64,5.2
primary care syndromic,Czechia,2025-W31,ILIconsultationrate,5-14,4.4
primary care syndromic,Czechia,2025-W31,ILIconsultationrate,65+,3.8
primary care syndromic,Czechia,2025-W31,ILIconsultationrate,total,5.1
primary care syndromic,Czechia,2025-W30,ILIconsultationrate,0-4,7.9
primary care syndromic,Czechia,2025-W30,ILIconsultationrate,15-64,5.0
primary care syndromic,Czechia,2025-W30,ILIconsultationrate,5-14,3.2
primary care syndromic,Czechia,2025-W30,ILIconsultationrate,65+,3.2
primary care syndromic,Czechia,2025-W30,ILIconsultationrate,total,4.6
primary care syndromic,Czechia,2025-W29,ILIconsultationrate,0-4,5.9
primary care syndromic,Czechia,2025-W29,ILIconsultationrate,15-64,4.4
primary care syndromic,Czechia,2025-W29,ILIconsultationrate,5-14,2.7
primary care syndromic,Czechia,2025-W29,ILIconsultationrate,65+,4.6
primary care syndromic,Czechia,2025-W29,ILIconsultationrate,total,4.4
primary care syndromic,Czechia,2025-W28,ILIconsultationrate,0-4,11.6
primary care syndromic,Czechia,2025-W28,ILIconsultationrate,15-64,5.5
primary care syndromic,Czechia,2025-W28,ILIconsultationrate,5-14,3.0
primary care syndromic,Czechia,2025-W28,ILIconsultationrate,65+,4.1
primary care syndromic,Czechia,2025-W28,ILIconsultationrate,total,5.3
primary care syndromic,Czechia,2025-W27,ILIconsultationrate,0-4,10.2
primary care syndromic,Czechia,2025-W27,ILIconsultationrate,15-64,7.0
primary care syndromic,Czechia,2025-W27,ILIconsultationrate,5-14,3.2
primary care syndromic,Czechia,2025-W27,ILIconsultationrate,65+,3.8
primary care syndromic,Czechia,2025-W27,ILIconsultationrate,total,6.1
primary care syndromic,Czechia,2025-W26,ILIconsultationrate,0-4,14.9
primary care syndromic,Czechia,2025-W26,ILIconsultationrate,15-64,6.1
primary care syndromic,Czechia,2025-W26,ILIconsultationrate,5-14,7.7
primary care syndromic,Czechia,2025-W26,ILIconsultationrate,65+,2.9
primary care syndromic,Czechia,2025-W26,ILIconsultationrate,total,6.2
primary care syndromic,Czechia,2025-W25,ILIconsultationrate,0-4,17.0
primary care syndromic,Czechia,2025-W25,ILIconsultationrate,15-64,7.1
primary care syndromic,Czechia,2025-W25,ILIconsultationrate,5-14,8.7
